Order_ID,Ship_Mode,Ship_Date,Ship_id
833,REGULAR AIR,2009-02-13,SHP_2328
1573,DELIVERY TRUCK,2012-12-29,SHP_2329
1639,REGULAR AIR,2011-08-20,SHP_2330
6948,REGULAR AIR,2010-10-12,SHP_2343
7462,EXPRESS AIR,2011-02-21,SHP_2344
8033,REGULAR AIR,2012-04-25,SHP_2347
8388,REGULAR AIR,2012-02-25,SHP_2348
9863,REGULAR AIR,2011-06-09,SHP_2351
10434,DELIVERY TRUCK,2009-12-24,SHP_2356
11040,REGULAR AIR,2011-10-23,SHP_2357
11302,DELIVERY TRUCK,2009-03-03,SHP_2358
11584,REGULAR AIR,2009-11-23,SHP_2361
11686,REGULAR AIR,2009-01-28,SHP_2364
13895,REGULAR AIR,2010-11-20,SHP_2365
14820,EXPRESS AIR,2012-11-01,SHP_2366
15170,REGULAR AIR,2009-03-18,SHP_2367
15780,REGULAR AIR,2011-04-15,SHP_2368
16103,REGULAR AIR,2012-07-17,SHP_2370
16610,REGULAR AIR,2009-12-10,SHP_2371
19431,REGULAR AIR,2009-05-25,SHP_2374
19584,DELIVERY TRUCK,2009-04-17,SHP_2375
20262,REGULAR AIR,2009-12-26,SHP_2376
20577,REGULAR AIR,2010-11-02,SHP_2379
20804,DELIVERY TRUCK,2011-03-12,SHP_2380
21447,EXPRESS AIR,2010-05-06,SHP_2383
21479,EXPRESS AIR,2009-08-29,SHP_2384
22208,REGULAR AIR,2009-10-15,SHP_2385
22279,REGULAR AIR,2009-12-25,SHP_2386
24640,DELIVERY TRUCK,2011-01-30,SHP_2391
25056,REGULAR AIR,2010-09-23,SHP_2392
26244,REGULAR AIR,2010-05-08,SHP_2393
27201,DELIVERY TRUCK,2012-07-25,SHP_2394
27808,EXPRESS AIR,2010-02-02,SHP_2395
29573,REGULAR AIR,2012-01-18,SHP_2396
29862,REGULAR AIR,2011-06-21,SHP_2397
30433,EXPRESS AIR,2010-09-06,SHP_2398
31751,EXPRESS AIR,2011-05-28,SHP_2407
32737,REGULAR AIR,2009-10-30,SHP_2412
35042,REGULAR AIR,2010-03-12,SHP_2415
35713,REGULAR AIR,2012-10-17,SHP_2416
36933,REGULAR AIR,2011-07-13,SHP_2419
37254,REGULAR AIR,2009-09-19,SHP_2425
38084,REGULAR AIR,2009-03-22,SHP_2428
39906,REGULAR AIR,2009-03-19,SHP_2435
40097,REGULAR AIR,2009-01-14,SHP_2436
40193,EXPRESS AIR,2012-02-09,SHP_2437
40544,REGULAR AIR,2009-08-04,SHP_2440
41765,REGULAR AIR,2009-11-12,SHP_2441
42369,REGULAR AIR,2010-06-08,SHP_2444
42690,REGULAR AIR,2010-02-10,SHP_2445
45632,REGULAR AIR,2010-11-05,SHP_2448
46566,REGULAR AIR,2012-10-04,SHP_2451
48453,REGULAR AIR,2009-07-26,SHP_2454
48518,EXPRESS AIR,2009-04-04,SHP_2455
49668,REGULAR AIR,2009-09-12,SHP_2458
50309,REGULAR AIR,2011-03-22,SHP_2459
52800,REGULAR AIR,2010-11-10,SHP_2464
53574,REGULAR AIR,2012-10-04,SHP_2465
54023,REGULAR AIR,2012-07-23,SHP_2466
55265,REGULAR AIR,2009-09-28,SHP_2467
55458,REGULAR AIR,2012-03-18,SHP_2469
55809,DELIVERY TRUCK,2011-12-09,SHP_2470
56992,REGULAR AIR,2010-04-18,SHP_2471
58210,REGULAR AIR,2012-07-12,SHP_2472
58277,REGULAR AIR,2009-01-26,SHP_2473
58820,REGULAR AIR,2010-04-03,SHP_2476
3942,REGULAR AIR,2010-06-28,SHP_2483
10338,DELIVERY TRUCK,2011-07-16,SHP_2495
10688,REGULAR AIR,2012-05-13,SHP_2496
11585,REGULAR AIR,2009-03-16,SHP_2498
14215,REGULAR AIR,2012-07-14,SHP_2500
14662,REGULAR AIR,2011-11-17,SHP_2501
15781,REGULAR AIR,2012-04-09,SHP_2503
17157,REGULAR AIR,2012-09-23,SHP_2504
17795,REGULAR AIR,2009-03-04,SHP_2505
20449,REGULAR AIR,2010-04-01,SHP_2506
21890,REGULAR AIR,2011-01-26,SHP_2507
22020,REGULAR AIR,2010-05-18,SHP_2508
25442,REGULAR AIR,2012-07-01,SHP_2514
26243,REGULAR AIR,2011-07-20,SHP_2516
29667,REGULAR AIR,2009-07-25,SHP_2518
32999,DELIVERY TRUCK,2009-04-19,SHP_2522
35777,REGULAR AIR,2010-10-09,SHP_2523
36005,EXPRESS AIR,2010-09-21,SHP_2524
36230,REGULAR AIR,2009-10-06,SHP_2526
36294,REGULAR AIR,2012-08-22,SHP_2527
36737,REGULAR AIR,2010-03-16,SHP_2528
37831,REGULAR AIR,2012-07-28,SHP_2530
40896,EXPRESS AIR,2011-03-09,SHP_2534
40994,REGULAR AIR,2012-11-10,SHP_2535
41607,REGULAR AIR,2009-12-21,SHP_2536
41666,EXPRESS AIR,2012-04-03,SHP_2537
42306,REGULAR AIR,2012-09-16,SHP_2538
42469,REGULAR AIR,2012-09-11,SHP_2539
42884,DELIVERY TRUCK,2010-12-03,SHP_2541
43460,REGULAR AIR,2012-12-06,SHP_2543
43972,REGULAR AIR,2010-03-18,SHP_2544
48226,DELIVERY TRUCK,2009-06-01,SHP_2547
48455,REGULAR AIR,2009-03-06,SHP_2548
48994,REGULAR AIR,2010-10-24,SHP_2550
51111,REGULAR AIR,2012-11-02,SHP_2551
55815,EXPRESS AIR,2011-01-14,SHP_2553
55940,REGULAR AIR,2009-04-30,SHP_2554
57890,REGULAR AIR,2009-02-28,SHP_2557
2244,EXPRESS AIR,2010-10-01,SHP_2558
11747,REGULAR AIR,2010-02-25,SHP_2563
15271,REGULAR AIR,2010-07-25,SHP_2566
900,REGULAR AIR,2009-01-10,SHP_2573
964,REGULAR AIR,2011-05-21,SHP_2574
2722,REGULAR AIR,2009-12-04,SHP_2575
3456,DELIVERY TRUCK,2010-04-06,SHP_2577
4162,REGULAR AIR,2012-02-13,SHP_2582
5830,REGULAR AIR,2010-03-25,SHP_2586
6695,EXPRESS AIR,2012-06-27,SHP_2588
9894,DELIVERY TRUCK,2009-03-20,SHP_2595
11271,REGULAR AIR,2011-10-20,SHP_2597
12005,REGULAR AIR,2012-06-26,SHP_2598
13284,REGULAR AIR,2012-08-13,SHP_2599
14182,REGULAR AIR,2009-06-27,SHP_2601
14528,REGULAR AIR,2009-06-17,SHP_2602
15971,REGULAR AIR,2009-08-15,SHP_2605
16452,REGULAR AIR,2012-08-24,SHP_2607
20932,REGULAR AIR,2012-07-31,SHP_2615
21538,REGULAR AIR,2009-07-29,SHP_2618
21574,REGULAR AIR,2010-01-16,SHP_2619
22242,REGULAR AIR,2009-06-17,SHP_2620
23271,DELIVERY TRUCK,2010-04-11,SHP_2622
23428,REGULAR AIR,2012-10-30,SHP_2623
25669,REGULAR AIR,2011-01-16,SHP_2631
27137,REGULAR AIR,2012-02-01,SHP_2634
27335,REGULAR AIR,2010-06-11,SHP_2635
27430,REGULAR AIR,2011-01-02,SHP_2636
27559,REGULAR AIR,2011-10-31,SHP_2637
29797,REGULAR AIR,2010-06-28,SHP_2638
31682,REGULAR AIR,2010-03-18,SHP_2640
33958,REGULAR AIR,2011-04-02,SHP_2648
36454,REGULAR AIR,2011-02-21,SHP_2649
36609,REGULAR AIR,2009-05-16,SHP_2650
36800,EXPRESS AIR,2010-11-09,SHP_2651
37829,REGULAR AIR,2010-01-10,SHP_2655
38087,REGULAR AIR,2009-02-21,SHP_2656
38599,REGULAR AIR,2009-10-27,SHP_2658
39300,REGULAR AIR,2012-04-24,SHP_2662
39393,REGULAR AIR,2010-11-19,SHP_2663
43813,REGULAR AIR,2009-07-23,SHP_2669
44292,EXPRESS AIR,2011-06-15,SHP_2670
47136,REGULAR AIR,2011-01-26,SHP_2674
47813,REGULAR AIR,2009-08-29,SHP_2675
48263,REGULAR AIR,2010-10-03,SHP_2676
48963,REGULAR AIR,2010-10-21,SHP_2679
50471,DELIVERY TRUCK,2012-05-01,SHP_2686
51203,DELIVERY TRUCK,2011-12-22,SHP_2687
51233,REGULAR AIR,2009-09-12,SHP_2688
52195,REGULAR AIR,2011-10-27,SHP_2689
53123,REGULAR AIR,2009-02-09,SHP_2690
54533,REGULAR AIR,2011-12-19,SHP_2691
55139,REGULAR AIR,2010-01-18,SHP_2692
55616,REGULAR AIR,2011-09-05,SHP_2694
55938,EXPRESS AIR,2012-03-07,SHP_2696
56900,REGULAR AIR,2011-11-28,SHP_2700
57056,DELIVERY TRUCK,2012-11-15,SHP_2701
59619,REGULAR AIR,2010-02-15,SHP_2705
325,REGULAR AIR,2010-10-20,SHP_2710
2084,REGULAR AIR,2010-03-18,SHP_2712
3332,REGULAR AIR,2009-06-11,SHP_2713
3589,REGULAR AIR,2009-05-27,SHP_2716
3905,DELIVERY TRUCK,2010-12-21,SHP_2717
5510,REGULAR AIR,2010-10-01,SHP_2721
6369,DELIVERY TRUCK,2009-12-21,SHP_2722
6373,REGULAR AIR,2012-01-24,SHP_2723
6465,EXPRESS AIR,2011-08-19,SHP_2724
7751,DELIVERY TRUCK,2012-12-24,SHP_2728
11008,REGULAR AIR,2009-02-26,SHP_2733
13472,REGULAR AIR,2011-10-27,SHP_2734
16194,REGULAR AIR,2010-09-10,SHP_2739
16231,DELIVERY TRUCK,2012-09-09,SHP_2741
16710,DELIVERY TRUCK,2011-04-26,SHP_2744
18534,EXPRESS AIR,2011-12-30,SHP_2748
22115,DELIVERY TRUCK,2010-06-15,SHP_2753
22338,REGULAR AIR,2010-05-15,SHP_2755
22880,REGULAR AIR,2010-02-06,SHP_2758
24102,REGULAR AIR,2010-01-12,SHP_2761
24422,DELIVERY TRUCK,2011-12-31,SHP_2762
26401,REGULAR AIR,2010-10-15,SHP_2764
27938,REGULAR AIR,2009-05-05,SHP_2765
29280,REGULAR AIR,2012-03-29,SHP_2767
29346,REGULAR AIR,2009-08-20,SHP_2768
29349,REGULAR AIR,2010-12-06,SHP_2769
29893,DELIVERY TRUCK,2012-06-17,SHP_2771
30884,DELIVERY TRUCK,2010-01-10,SHP_2775
31303,EXPRESS AIR,2011-03-22,SHP_2776
32965,REGULAR AIR,2011-02-25,SHP_2780
33253,REGULAR AIR,2011-02-12,SHP_2781
33959,DELIVERY TRUCK,2009-01-08,SHP_2782
35271,REGULAR AIR,2010-07-27,SHP_2783
36390,REGULAR AIR,2012-10-14,SHP_2784
37447,REGULAR AIR,2009-12-07,SHP_2785
38851,REGULAR AIR,2012-11-06,SHP_2789
40704,REGULAR AIR,2009-12-01,SHP_2795
41415,REGULAR AIR,2009-11-15,SHP_2797
42213,REGULAR AIR,2011-03-23,SHP_2800
45728,REGULAR AIR,2010-06-22,SHP_2804
45984,REGULAR AIR,2012-01-29,SHP_2805
45988,EXPRESS AIR,2009-02-09,SHP_2806
47106,REGULAR AIR,2011-10-27,SHP_2808
47169,REGULAR AIR,2010-04-03,SHP_2809
48071,EXPRESS AIR,2011-12-03,SHP_2810
50276,REGULAR AIR,2011-02-15,SHP_2813
51107,REGULAR AIR,2012-09-26,SHP_2814
52934,REGULAR AIR,2011-07-28,SHP_2817
58599,DELIVERY TRUCK,2010-01-15,SHP_2823
326,REGULAR AIR,2011-04-06,SHP_2826
1031,REGULAR AIR,2009-02-09,SHP_2831
1447,REGULAR AIR,2012-10-17,SHP_2832
2150,DELIVERY TRUCK,2009-04-06,SHP_2833
2307,REGULAR AIR,2010-06-28,SHP_2836
2370,REGULAR AIR,2009-01-18,SHP_2837
2374,EXPRESS AIR,2010-10-30,SHP_2838
3138,EXPRESS AIR,2009-08-02,SHP_2839
3141,REGULAR AIR,2011-11-11,SHP_2840
4515,REGULAR AIR,2012-03-17,SHP_2841
4708,REGULAR AIR,2009-02-10,SHP_2842
5155,REGULAR AIR,2009-12-06,SHP_2843
5382,REGULAR AIR,2012-01-19,SHP_2844
5414,EXPRESS AIR,2010-03-25,SHP_2845
6433,REGULAR AIR,2011-11-23,SHP_2846
6464,REGULAR AIR,2009-05-30,SHP_2847
9248,REGULAR AIR,2009-12-24,SHP_2857
9347,REGULAR AIR,2012-08-18,SHP_2858
9472,REGULAR AIR,2011-06-19,SHP_2859
9733,REGULAR AIR,2009-03-17,SHP_2860
10627,REGULAR AIR,2010-01-03,SHP_2863
10823,REGULAR AIR,2012-12-06,SHP_2868
10919,REGULAR AIR,2010-03-27,SHP_2869
13347,EXPRESS AIR,2010-04-24,SHP_2874
13381,DELIVERY TRUCK,2011-08-17,SHP_2875
13729,EXPRESS AIR,2009-03-01,SHP_2878
13730,DELIVERY TRUCK,2011-11-05,SHP_2879
14113,DELIVERY TRUCK,2011-06-08,SHP_2880
14210,REGULAR AIR,2012-06-28,SHP_2881
14272,REGULAR AIR,2012-02-14,SHP_2882
14401,REGULAR AIR,2011-06-08,SHP_2883
15941,DELIVERY TRUCK,2011-12-12,SHP_2884
18341,REGULAR AIR,2010-07-18,SHP_2887
18400,REGULAR AIR,2011-07-12,SHP_2888
18950,DELIVERY TRUCK,2012-04-03,SHP_2889
19111,REGULAR AIR,2009-09-10,SHP_2890
19139,REGULAR AIR,2010-04-12,SHP_2891
19332,DELIVERY TRUCK,2012-02-29,SHP_2892
20965,REGULAR AIR,2009-12-23,SHP_2893
21249,REGULAR AIR,2010-09-21,SHP_2894
22529,REGULAR AIR,2010-07-05,SHP_2895
23303,REGULAR AIR,2009-06-22,SHP_2896
23398,REGULAR AIR,2009-03-14,SHP_2897
24356,DELIVERY TRUCK,2010-05-13,SHP_2898
25188,REGULAR AIR,2011-05-01,SHP_2899
25249,REGULAR AIR,2012-08-11,SHP_2900
27232,REGULAR AIR,2010-08-20,SHP_2902
27622,DELIVERY TRUCK,2011-07-02,SHP_2903
28002,REGULAR AIR,2009-12-10,SHP_2904
28390,REGULAR AIR,2012-09-02,SHP_2905
29223,DELIVERY TRUCK,2012-01-22,SHP_2906
29351,REGULAR AIR,2011-05-10,SHP_2907
29633,REGULAR AIR,2009-06-23,SHP_2910
29764,EXPRESS AIR,2012-07-23,SHP_2911
31616,REGULAR AIR,2010-08-29,SHP_2914
31907,REGULAR AIR,2010-05-23,SHP_2915
32102,REGULAR AIR,2012-12-16,SHP_2919
32450,DELIVERY TRUCK,2011-12-19,SHP_2920
33061,REGULAR AIR,2011-07-17,SHP_2925
33478,EXPRESS AIR,2010-06-16,SHP_2926
33540,REGULAR AIR,2011-10-06,SHP_2927
33862,REGULAR AIR,2010-06-23,SHP_2928
34470,DELIVERY TRUCK,2012-02-02,SHP_2929
36161,REGULAR AIR,2010-01-17,SHP_2930
37895,REGULAR AIR,2012-02-04,SHP_2933
38403,REGULAR AIR,2011-05-25,SHP_2934
38630,REGULAR AIR,2010-04-18,SHP_2935
40165,REGULAR AIR,2011-05-03,SHP_2936
40454,REGULAR AIR,2011-04-24,SHP_2940
40672,DELIVERY TRUCK,2012-10-31,SHP_2941
40833,REGULAR AIR,2010-07-24,SHP_2942
41441,REGULAR AIR,2012-01-24,SHP_2943
43076,DELIVERY TRUCK,2010-06-16,SHP_2944
43233,EXPRESS AIR,2010-06-21,SHP_2945
43332,EXPRESS AIR,2012-10-09,SHP_2946
44134,REGULAR AIR,2009-01-11,SHP_2953
44358,DELIVERY TRUCK,2010-03-04,SHP_2955
44480,REGULAR AIR,2010-05-14,SHP_2956
44546,REGULAR AIR,2010-03-25,SHP_2957
45376,DELIVERY TRUCK,2011-03-12,SHP_2960
47109,REGULAR AIR,2011-09-13,SHP_2963
47556,REGULAR AIR,2010-07-27,SHP_2964
47712,EXPRESS AIR,2010-07-18,SHP_2965
48515,EXPRESS AIR,2011-12-20,SHP_2969
50567,DELIVERY TRUCK,2012-06-02,SHP_2972
51623,REGULAR AIR,2009-01-13,SHP_2973
54370,REGULAR AIR,2012-08-04,SHP_2978
54659,REGULAR AIR,2011-08-15,SHP_2980
54981,REGULAR AIR,2012-12-02,SHP_2981
55908,REGULAR AIR,2009-05-24,SHP_2984
56257,EXPRESS AIR,2011-10-09,SHP_2985
57029,REGULAR AIR,2011-09-03,SHP_2986
58145,EXPRESS AIR,2012-05-16,SHP_2987
58659,REGULAR AIR,2010-10-26,SHP_2990
58727,REGULAR AIR,2009-07-07,SHP_2991
1537,REGULAR AIR,2012-02-14,SHP_2992
4580,DELIVERY TRUCK,2010-11-15,SHP_2993
8097,EXPRESS AIR,2010-11-12,SHP_2994
8677,REGULAR AIR,2012-09-10,SHP_2996
10114,REGULAR AIR,2010-10-02,SHP_2998
11687,REGULAR AIR,2011-12-25,SHP_3000
12643,REGULAR AIR,2010-03-21,SHP_3001
13089,DELIVERY TRUCK,2011-12-17,SHP_3002
13378,REGULAR AIR,2009-09-26,SHP_3003
13824,REGULAR AIR,2010-03-01,SHP_3004
18562,REGULAR AIR,2011-12-22,SHP_3005
20900,REGULAR AIR,2010-11-26,SHP_3007
26658,REGULAR AIR,2011-12-22,SHP_3008
27271,DELIVERY TRUCK,2011-09-15,SHP_3009
29700,REGULAR AIR,2010-07-04,SHP_3014
30754,REGULAR AIR,2010-11-29,SHP_3015
31650,REGULAR AIR,2010-12-08,SHP_3016
35201,REGULAR AIR,2010-11-06,SHP_3018
35360,REGULAR AIR,2011-04-20,SHP_3019
35492,EXPRESS AIR,2012-12-02,SHP_3020
39079,REGULAR AIR,2011-07-09,SHP_3022
40356,EXPRESS AIR,2009-12-21,SHP_3024
42599,DELIVERY TRUCK,2009-07-04,SHP_3025
45670,REGULAR AIR,2012-11-08,SHP_3026
47617,REGULAR AIR,2009-09-12,SHP_3028
47842,EXPRESS AIR,2010-12-05,SHP_3029
48548,REGULAR AIR,2011-03-27,SHP_3030
50759,REGULAR AIR,2010-03-24,SHP_3032
51556,EXPRESS AIR,2012-10-29,SHP_3033
51620,REGULAR AIR,2012-09-03,SHP_3034
52837,REGULAR AIR,2012-01-20,SHP_3035
57894,DELIVERY TRUCK,2012-05-04,SHP_3039
1191,DELIVERY TRUCK,2011-07-11,SHP_3041
1988,REGULAR AIR,2011-07-10,SHP_3043
3877,EXPRESS AIR,2010-05-20,SHP_3047
4103,REGULAR AIR,2012-06-07,SHP_3049
4455,REGULAR AIR,2010-12-10,SHP_3050
6086,REGULAR AIR,2011-09-24,SHP_3053
6912,REGULAR AIR,2011-12-12,SHP_3054
6950,REGULAR AIR,2012-03-28,SHP_3055
8065,REGULAR AIR,2012-10-23,SHP_3060
8292,REGULAR AIR,2010-02-02,SHP_3061
9635,REGULAR AIR,2009-04-15,SHP_3064
10436,REGULAR AIR,2011-09-01,SHP_3065
10752,REGULAR AIR,2011-11-09,SHP_3066
12515,REGULAR AIR,2010-05-16,SHP_3071
12580,REGULAR AIR,2010-01-15,SHP_3072
12931,REGULAR AIR,2012-04-25,SHP_3074
13027,REGULAR AIR,2012-01-17,SHP_3075
13572,REGULAR AIR,2012-05-18,SHP_3077
13731,REGULAR AIR,2010-12-05,SHP_3078
14112,EXPRESS AIR,2009-07-24,SHP_3079
17216,DELIVERY TRUCK,2012-05-28,SHP_3084
17959,REGULAR AIR,2012-12-09,SHP_3087
18017,DELIVERY TRUCK,2010-03-27,SHP_3088
18373,REGULAR AIR,2012-12-04,SHP_3089
19558,REGULAR AIR,2011-02-28,SHP_3090
20903,DELIVERY TRUCK,2009-05-21,SHP_3094
22183,REGULAR AIR,2012-04-24,SHP_3098
23968,REGULAR AIR,2011-07-03,SHP_3103
25472,REGULAR AIR,2009-05-22,SHP_3105
25955,REGULAR AIR,2011-06-05,SHP_3107
26724,REGULAR AIR,2009-08-02,SHP_3110
26949,REGULAR AIR,2009-08-17,SHP_3114
28992,EXPRESS AIR,2011-09-20,SHP_3117
30150,REGULAR AIR,2010-05-10,SHP_3122
30151,REGULAR AIR,2011-01-31,SHP_3123
33025,REGULAR AIR,2009-01-29,SHP_3131
33154,REGULAR AIR,2010-06-08,SHP_3132
33761,REGULAR AIR,2012-05-08,SHP_3134
34309,REGULAR AIR,2012-08-09,SHP_3137
34595,REGULAR AIR,2012-07-20,SHP_3138
34662,DELIVERY TRUCK,2012-12-01,SHP_3139
34689,REGULAR AIR,2009-11-30,SHP_3140
34694,REGULAR AIR,2011-04-28,SHP_3141
34725,REGULAR AIR,2011-07-29,SHP_3142
35296,REGULAR AIR,2011-03-23,SHP_3143
35494,REGULAR AIR,2011-02-15,SHP_3144
35845,DELIVERY TRUCK,2011-08-01,SHP_3145
35905,EXPRESS AIR,2012-02-24,SHP_3146
37893,REGULAR AIR,2011-11-25,SHP_3150
39169,REGULAR AIR,2011-08-27,SHP_3156
39238,EXPRESS AIR,2010-09-27,SHP_3157
39426,REGULAR AIR,2009-05-27,SHP_3158
41350,REGULAR AIR,2010-09-05,SHP_3161
42471,REGULAR AIR,2012-11-03,SHP_3164
43200,REGULAR AIR,2010-01-08,SHP_3166
43553,REGULAR AIR,2009-05-15,SHP_3167
44033,DELIVERY TRUCK,2012-12-01,SHP_3168
44065,DELIVERY TRUCK,2010-10-07,SHP_3169
45030,REGULAR AIR,2010-07-26,SHP_3171
46341,REGULAR AIR,2009-12-18,SHP_3172
46368,REGULAR AIR,2012-04-26,SHP_3173
47012,EXPRESS AIR,2010-05-17,SHP_3175
47621,EXPRESS AIR,2009-07-13,SHP_3176
49443,REGULAR AIR,2011-01-24,SHP_3178
49824,EXPRESS AIR,2011-03-23,SHP_3179
56260,REGULAR AIR,2009-08-16,SHP_3186
58337,REGULAR AIR,2009-05-30,SHP_3188
58343,REGULAR AIR,2009-11-01,SHP_3189
59714,DELIVERY TRUCK,2010-12-15,SHP_3191
70,REGULAR AIR,2010-12-22,SHP_3193
135,REGULAR AIR,2011-10-22,SHP_3194
193,REGULAR AIR,2010-09-08,SHP_3195
290,REGULAR AIR,2009-06-01,SHP_3198
644,DELIVERY TRUCK,2012-01-05,SHP_3199
772,REGULAR AIR,2010-04-18,SHP_3202
1189,REGULAR AIR,2009-09-04,SHP_3203
1825,REGULAR AIR,2010-06-12,SHP_3204
2467,DELIVERY TRUCK,2011-07-16,SHP_3205
3014,REGULAR AIR,2012-10-31,SHP_3206
3168,REGULAR AIR,2012-03-02,SHP_3209
3559,EXPRESS AIR,2012-10-24,SHP_3212
3750,REGULAR AIR,2011-01-05,SHP_3215
4096,REGULAR AIR,2012-03-07,SHP_3222
4769,REGULAR AIR,2011-04-14,SHP_3223
5636,REGULAR AIR,2011-02-17,SHP_3228
6727,REGULAR AIR,2009-08-29,SHP_3233
7301,REGULAR AIR,2011-01-14,SHP_3236
8000,REGULAR AIR,2010-09-21,SHP_3239
8039,REGULAR AIR,2012-08-24,SHP_3240
8870,REGULAR AIR,2010-06-03,SHP_3243
9253,REGULAR AIR,2012-01-02,SHP_3244
10722,REGULAR AIR,2011-01-21,SHP_3245
11527,REGULAR AIR,2009-04-07,SHP_3246
11683,REGULAR AIR,2012-07-02,SHP_3247
13028,REGULAR AIR,2009-09-04,SHP_3250
13156,REGULAR AIR,2011-10-10,SHP_3251
14081,DELIVERY TRUCK,2010-07-10,SHP_3255
14784,DELIVERY TRUCK,2012-03-15,SHP_3261
16352,REGULAR AIR,2012-01-08,SHP_3264
16513,DELIVERY TRUCK,2010-04-09,SHP_3265
16582,DELIVERY TRUCK,2011-03-10,SHP_3266
16640,DELIVERY TRUCK,2010-07-29,SHP_3267
16711,REGULAR AIR,2012-04-27,SHP_3268
17218,REGULAR AIR,2012-07-25,SHP_3269
17255,REGULAR AIR,2010-07-15,SHP_3270
17317,REGULAR AIR,2009-05-12,SHP_3271
17414,REGULAR AIR,2012-01-07,SHP_3272
17446,EXPRESS AIR,2009-11-06,SHP_3273
17765,REGULAR AIR,2011-09-15,SHP_3274
17958,REGULAR AIR,2011-08-15,SHP_3275
18375,REGULAR AIR,2011-09-26,SHP_3276
18627,REGULAR AIR,2010-12-21,SHP_3279
18816,EXPRESS AIR,2009-02-26,SHP_3280
18852,EXPRESS AIR,2011-09-21,SHP_3281
19522,REGULAR AIR,2009-10-21,SHP_3284
19811,EXPRESS AIR,2011-08-13,SHP_3285
19874,REGULAR AIR,2012-09-06,SHP_3288
20068,REGULAR AIR,2011-01-03,SHP_3290
20162,REGULAR AIR,2009-09-02,SHP_3291
20354,REGULAR AIR,2012-09-21,SHP_3292
20934,DELIVERY TRUCK,2010-01-21,SHP_3298
21057,REGULAR AIR,2011-10-02,SHP_3299
21190,REGULAR AIR,2009-05-28,SHP_3300
21505,DELIVERY TRUCK,2012-03-12,SHP_3301
22055,DELIVERY TRUCK,2012-09-25,SHP_3302
22371,REGULAR AIR,2009-05-04,SHP_3303
22498,REGULAR AIR,2010-10-11,SHP_3304
23392,REGULAR AIR,2009-08-18,SHP_3308
24069,DELIVERY TRUCK,2010-07-23,SHP_3311
24099,REGULAR AIR,2011-05-21,SHP_3312
24228,REGULAR AIR,2009-07-21,SHP_3313
24231,REGULAR AIR,2009-07-08,SHP_3314
24613,REGULAR AIR,2012-07-25,SHP_3315
25479,REGULAR AIR,2011-04-28,SHP_3322
26341,DELIVERY TRUCK,2010-07-30,SHP_3325
26630,REGULAR AIR,2010-11-29,SHP_3331
26660,REGULAR AIR,2012-03-18,SHP_3332
27011,REGULAR AIR,2010-12-30,SHP_3335
27841,REGULAR AIR,2012-09-18,SHP_3336
28581,REGULAR AIR,2011-09-12,SHP_3337
28647,EXPRESS AIR,2009-03-15,SHP_3340
28736,REGULAR AIR,2009-04-21,SHP_3341
28835,REGULAR AIR,2012-02-04,SHP_3342
29220,EXPRESS AIR,2012-12-29,SHP_3343
30114,EXPRESS AIR,2010-08-23,SHP_3344
30336,REGULAR AIR,2010-01-31,SHP_3345
30725,DELIVERY TRUCK,2009-12-29,SHP_3346
31040,REGULAR AIR,2010-09-16,SHP_3349
31846,DELIVERY TRUCK,2011-08-15,SHP_3350
32038,EXPRESS AIR,2009-06-19,SHP_3351
32065,REGULAR AIR,2011-03-12,SHP_3352
32326,REGULAR AIR,2010-01-11,SHP_3353
32741,REGULAR AIR,2009-02-22,SHP_3357
32903,REGULAR AIR,2012-02-08,SHP_3358
33152,REGULAR AIR,2010-11-23,SHP_3361
33217,REGULAR AIR,2009-03-13,SHP_3362
33606,REGULAR AIR,2012-03-03,SHP_3363
33666,REGULAR AIR,2012-07-18,SHP_3364
33921,DELIVERY TRUCK,2010-08-04,SHP_3366
33956,REGULAR AIR,2012-01-21,SHP_3367
34148,REGULAR AIR,2012-08-22,SHP_3370
34182,REGULAR AIR,2012-10-19,SHP_3371
34337,EXPRESS AIR,2010-05-15,SHP_3372
34657,EXPRESS AIR,2010-05-14,SHP_3373
34727,EXPRESS AIR,2011-03-17,SHP_3374
34881,REGULAR AIR,2011-09-02,SHP_3375
34882,REGULAR AIR,2009-07-25,SHP_3376
34916,EXPRESS AIR,2010-11-08,SHP_3377
35041,REGULAR AIR,2009-04-15,SHP_3378
35841,REGULAR AIR,2011-09-05,SHP_3381
36034,REGULAR AIR,2012-10-18,SHP_3382
36065,REGULAR AIR,2010-02-17,SHP_3383
36743,REGULAR AIR,2012-09-09,SHP_3391
36864,REGULAR AIR,2012-07-31,SHP_3392
37188,EXPRESS AIR,2012-05-03,SHP_3393
37414,DELIVERY TRUCK,2011-11-09,SHP_3394
37638,REGULAR AIR,2009-01-23,SHP_3395
37734,REGULAR AIR,2009-12-27,SHP_3396
37763,REGULAR AIR,2012-09-02,SHP_3397
37859,REGULAR AIR,2009-01-04,SHP_3398
38305,REGULAR AIR,2011-02-05,SHP_3401
38371,EXPRESS AIR,2009-09-11,SHP_3402
39076,REGULAR AIR,2009-12-12,SHP_3405
39878,DELIVERY TRUCK,2011-07-03,SHP_3412
40643,REGULAR AIR,2011-07-04,SHP_3416
41254,REGULAR AIR,2011-12-01,SHP_3421
41472,EXPRESS AIR,2010-01-30,SHP_3422
41830,DELIVERY TRUCK,2012-02-24,SHP_3423
