Order_ID,Order_Date,Order_Priority,Ord_id
50307,2010-10-15,LOW,Ord_2782
50663,2010-09-11,CRITICAL,Ord_2783
50917,2009-07-21,LOW,Ord_2784
50981,2009-04-08,CRITICAL,Ord_2785
51140,2012-09-14,LOW,Ord_2786
51205,2012-10-12,HIGH,Ord_2787
51237,2012-10-03,MEDIUM,Ord_2788
51619,2009-02-09,NOT SPECIFIED,Ord_2789
51713,2011-03-19,NOT SPECIFIED,Ord_2790
52007,2012-04-14,MEDIUM,Ord_2791
52164,2012-04-13,NOT SPECIFIED,Ord_2792
52512,2011-07-07,HIGH,Ord_2793
52611,2011-04-25,MEDIUM,Ord_2794
52805,2011-09-28,HIGH,Ord_2795
52833,2011-12-24,MEDIUM,Ord_2796
52930,2011-08-11,LOW,Ord_2797
53127,2011-11-05,HIGH,Ord_2798
53349,2010-10-04,LOW,Ord_2799
53476,2009-11-06,NOT SPECIFIED,Ord_2800
53671,2011-10-06,MEDIUM,Ord_2801
53766,2009-10-13,NOT SPECIFIED,Ord_2802
53795,2012-01-30,HIGH,Ord_2803
54209,2012-08-15,MEDIUM,Ord_2804
54369,2009-02-03,NOT SPECIFIED,Ord_2805
54850,2010-12-24,NOT SPECIFIED,Ord_2806
54950,2010-05-12,HIGH,Ord_2807
55172,2010-03-12,NOT SPECIFIED,Ord_2808
55235,2010-06-10,LOW,Ord_2809
55300,2009-02-20,HIGH,Ord_2810
55553,2009-07-17,MEDIUM,Ord_2811
55747,2012-02-12,HIGH,Ord_2812
55779,2012-10-03,CRITICAL,Ord_2813
56418,2012-12-04,CRITICAL,Ord_2814
56580,2011-08-14,NOT SPECIFIED,Ord_2815
56807,2009-04-21,HIGH,Ord_2816
56837,2010-12-14,LOW,Ord_2817
56995,2009-10-15,MEDIUM,Ord_2818
57091,2011-10-31,MEDIUM,Ord_2819
57155,2009-06-17,CRITICAL,Ord_2820
57185,2011-05-23,MEDIUM,Ord_2821
57409,2009-11-20,NOT SPECIFIED,Ord_2822
57542,2009-08-22,HIGH,Ord_2823
57639,2010-07-21,CRITICAL,Ord_2824
57856,2009-12-02,MEDIUM,Ord_2825
58435,2012-07-05,LOW,Ord_2826
59009,2011-11-18,CRITICAL,Ord_2827
59491,2012-03-24,HIGH,Ord_2828
59554,2011-11-15,CRITICAL,Ord_2829
59559,2010-09-17,CRITICAL,Ord_2830
59745,2009-04-19,NOT SPECIFIED,Ord_2831
59906,2010-05-20,HIGH,Ord_2832
454,2011-12-26,LOW,Ord_2833
549,2012-12-07,CRITICAL,Ord_2834
999,2010-04-09,LOW,Ord_2835
1286,2010-05-13,NOT SPECIFIED,Ord_2836
1831,2010-01-12,CRITICAL,Ord_2837
1892,2009-03-25,LOW,Ord_2838
1991,2012-06-09,NOT SPECIFIED,Ord_2839
4610,2010-06-17,LOW,Ord_2840
5697,2012-04-10,CRITICAL,Ord_2841
5986,2012-04-21,HIGH,Ord_2842
6053,2010-11-12,MEDIUM,Ord_2843
6432,2011-10-11,CRITICAL,Ord_2844
6502,2011-08-20,MEDIUM,Ord_2845
6656,2009-05-15,CRITICAL,Ord_2846
7072,2012-04-02,CRITICAL,Ord_2847
7429,2010-05-26,NOT SPECIFIED,Ord_2848
7910,2010-04-20,CRITICAL,Ord_2849
8035,2012-01-03,MEDIUM,Ord_2850
8961,2011-06-28,LOW,Ord_2851
9606,2009-07-27,NOT SPECIFIED,Ord_2852
9857,2010-11-05,HIGH,Ord_2853
11233,2011-08-30,NOT SPECIFIED,Ord_2854
11493,2011-10-20,CRITICAL,Ord_2855
11684,2012-07-27,HIGH,Ord_2856
11975,2011-04-13,CRITICAL,Ord_2857
13537,2010-05-30,LOW,Ord_2858
13670,2012-05-23,CRITICAL,Ord_2859
13764,2011-07-13,MEDIUM,Ord_2860
13953,2011-05-31,CRITICAL,Ord_2861
14119,2010-05-31,LOW,Ord_2862
14402,2010-10-14,MEDIUM,Ord_2863
14499,2010-11-14,LOW,Ord_2864
15079,2010-01-15,MEDIUM,Ord_2865
15236,2012-09-04,NOT SPECIFIED,Ord_2866
15397,2010-06-02,CRITICAL,Ord_2867
15719,2011-01-18,CRITICAL,Ord_2868
16450,2011-05-15,MEDIUM,Ord_2869
17186,2009-01-26,MEDIUM,Ord_2870
17379,2011-08-14,CRITICAL,Ord_2871
17573,2011-04-09,LOW,Ord_2872
18595,2009-01-31,CRITICAL,Ord_2873
19205,2010-07-26,MEDIUM,Ord_2874
19494,2010-12-01,HIGH,Ord_2875
19523,2011-11-30,HIGH,Ord_2876
20482,2011-07-18,MEDIUM,Ord_2877
21445,2009-11-17,LOW,Ord_2878
21573,2012-04-25,CRITICAL,Ord_2879
21795,2010-06-13,NOT SPECIFIED,Ord_2880
21859,2011-11-18,HIGH,Ord_2881
21989,2011-10-02,LOW,Ord_2882
22688,2012-04-17,MEDIUM,Ord_2883
22916,2012-02-02,MEDIUM,Ord_2884
22951,2012-03-05,MEDIUM,Ord_2885
23429,2009-03-19,CRITICAL,Ord_2886
23681,2012-05-19,HIGH,Ord_2887
24263,2012-09-15,LOW,Ord_2888
24455,2009-06-12,NOT SPECIFIED,Ord_2889
24707,2012-10-03,MEDIUM,Ord_2890
25091,2010-02-19,MEDIUM,Ord_2891
26305,2010-02-12,MEDIUM,Ord_2892
26982,2012-04-28,NOT SPECIFIED,Ord_2893
27106,2011-01-12,HIGH,Ord_2894
27527,2010-11-30,MEDIUM,Ord_2895
27746,2010-04-12,CRITICAL,Ord_2896
27974,2010-07-10,HIGH,Ord_2897
28774,2009-01-01,HIGH,Ord_2898
29607,2012-03-13,MEDIUM,Ord_2899
29730,2010-06-16,CRITICAL,Ord_2900
30144,2011-06-08,LOW,Ord_2901
31266,2012-03-10,HIGH,Ord_2902
31456,2012-11-15,HIGH,Ord_2903
31522,2010-05-25,MEDIUM,Ord_2904
33319,2009-03-27,NOT SPECIFIED,Ord_2905
33635,2009-12-07,HIGH,Ord_2906
33988,2009-10-01,MEDIUM,Ord_2907
34087,2009-07-24,LOW,Ord_2908
34691,2009-01-14,CRITICAL,Ord_2909
34785,2010-01-25,CRITICAL,Ord_2910
34883,2009-04-11,CRITICAL,Ord_2911
35077,2011-07-10,HIGH,Ord_2912
36132,2012-09-04,LOW,Ord_2913
36133,2011-08-20,MEDIUM,Ord_2914
37891,2011-10-20,HIGH,Ord_2915
38146,2011-07-12,LOW,Ord_2916
38756,2009-07-05,CRITICAL,Ord_2917
39268,2011-04-22,NOT SPECIFIED,Ord_2918
39488,2009-06-22,LOW,Ord_2919
39650,2010-07-30,NOT SPECIFIED,Ord_2920
39844,2009-01-12,NOT SPECIFIED,Ord_2921
41316,2009-07-21,NOT SPECIFIED,Ord_2922
41476,2010-05-31,HIGH,Ord_2923
41861,2010-11-26,LOW,Ord_2924
42274,2011-03-09,HIGH,Ord_2925
42882,2010-10-27,LOW,Ord_2926
43360,2009-10-13,LOW,Ord_2927
43713,2012-07-09,MEDIUM,Ord_2928
44322,2011-12-10,NOT SPECIFIED,Ord_2929
44579,2011-03-06,NOT SPECIFIED,Ord_2930
44737,2012-11-19,MEDIUM,Ord_2931
44738,2010-05-12,NOT SPECIFIED,Ord_2932
44768,2012-05-26,NOT SPECIFIED,Ord_2933
44867,2009-07-26,HIGH,Ord_2934
45029,2010-03-07,HIGH,Ord_2935
45543,2011-02-02,LOW,Ord_2936
45635,2012-07-04,LOW,Ord_2937
46436,2009-04-04,LOW,Ord_2938
46848,2009-10-11,MEDIUM,Ord_2939
47009,2009-04-06,CRITICAL,Ord_2940
47138,2009-09-01,LOW,Ord_2941
47236,2011-02-10,HIGH,Ord_2942
47686,2012-11-10,NOT SPECIFIED,Ord_2943
47971,2012-10-29,HIGH,Ord_2944
48261,2011-03-18,MEDIUM,Ord_2945
48773,2009-01-15,MEDIUM,Ord_2946
48902,2012-10-23,MEDIUM,Ord_2947
49221,2010-03-07,NOT SPECIFIED,Ord_2948
49255,2012-06-22,HIGH,Ord_2949
49575,2010-12-16,HIGH,Ord_2950
50144,2012-07-06,CRITICAL,Ord_2951
50181,2012-05-30,HIGH,Ord_2952
52324,2012-06-29,NOT SPECIFIED,Ord_2953
53441,2009-08-24,MEDIUM,Ord_2954
53445,2012-10-24,HIGH,Ord_2955
54055,2009-02-13,CRITICAL,Ord_2956
54151,2009-02-09,CRITICAL,Ord_2957
54181,2012-05-18,HIGH,Ord_2958
54243,2009-09-16,LOW,Ord_2959
54407,2010-06-16,MEDIUM,Ord_2960
55394,2010-02-26,CRITICAL,Ord_2961
56003,2010-06-04,CRITICAL,Ord_2962
56128,2010-07-30,MEDIUM,Ord_2963
56384,2012-07-31,CRITICAL,Ord_2964
56646,2010-05-19,CRITICAL,Ord_2965
56967,2012-02-03,LOW,Ord_2966
57479,2011-03-15,HIGH,Ord_2967
57699,2012-10-11,LOW,Ord_2968
58690,2011-05-11,HIGH,Ord_2969
58784,2009-01-18,MEDIUM,Ord_2970
59428,2010-09-09,HIGH,Ord_2971
1921,2009-01-17,MEDIUM,Ord_2972
2978,2011-02-05,CRITICAL,Ord_2973
7521,2011-02-27,LOW,Ord_2974
13351,2010-06-05,MEDIUM,Ord_2975
15687,2012-09-04,CRITICAL,Ord_2976
23169,2011-06-23,CRITICAL,Ord_2977
37863,2011-02-24,HIGH,Ord_2978
40866,2010-05-23,HIGH,Ord_2979
49989,2010-04-26,NOT SPECIFIED,Ord_2980
54595,2009-04-28,MEDIUM,Ord_2981
57249,2010-07-20,HIGH,Ord_2982
5639,2009-01-06,MEDIUM,Ord_2983
12320,2011-12-20,CRITICAL,Ord_2984
12326,2011-02-02,CRITICAL,Ord_2985
13056,2009-04-22,NOT SPECIFIED,Ord_2986
13125,2010-12-13,NOT SPECIFIED,Ord_2987
23616,2012-08-28,NOT SPECIFIED,Ord_2988
25157,2010-05-25,NOT SPECIFIED,Ord_2989
25313,2012-08-21,CRITICAL,Ord_2990
25536,2011-07-22,LOW,Ord_2991
28999,2009-10-01,HIGH,Ord_2992
30599,2012-10-02,NOT SPECIFIED,Ord_2993
31232,2012-08-29,HIGH,Ord_2994
31239,2010-08-28,LOW,Ord_2995
33090,2009-05-08,MEDIUM,Ord_2996
33987,2011-10-25,HIGH,Ord_2997
38337,2010-10-31,MEDIUM,Ord_2998
38369,2010-12-01,NOT SPECIFIED,Ord_2999
40103,2010-09-24,NOT SPECIFIED,Ord_3000
40131,2012-02-05,LOW,Ord_3001
41504,2012-10-28,CRITICAL,Ord_3002
43751,2012-06-27,HIGH,Ord_3003
44448,2009-04-13,CRITICAL,Ord_3004
46534,2012-03-10,HIGH,Ord_3005
47459,2011-08-17,NOT SPECIFIED,Ord_3006
49190,2012-11-12,HIGH,Ord_3007
55431,2012-08-06,NOT SPECIFIED,Ord_3008
55713,2009-02-02,HIGH,Ord_3009
59552,2010-01-13,NOT SPECIFIED,Ord_3010
2272,2010-12-04,HIGH,Ord_3011
6498,2009-03-17,MEDIUM,Ord_3012
16260,2011-11-13,HIGH,Ord_3013
16359,2012-05-14,CRITICAL,Ord_3014
21922,2009-11-11,HIGH,Ord_3015
23558,2011-09-08,LOW,Ord_3016
27205,2010-05-21,NOT SPECIFIED,Ord_3017
27461,2010-02-26,CRITICAL,Ord_3018
29957,2010-03-13,CRITICAL,Ord_3019
30593,2011-07-25,CRITICAL,Ord_3020
37924,2009-11-29,HIGH,Ord_3021
38400,2009-12-14,NOT SPECIFIED,Ord_3022
38498,2012-04-27,CRITICAL,Ord_3023
39492,2011-04-17,NOT SPECIFIED,Ord_3024
39686,2012-08-06,NOT SPECIFIED,Ord_3025
42693,2009-04-04,HIGH,Ord_3026
42850,2011-06-21,MEDIUM,Ord_3027
46212,2012-12-09,NOT SPECIFIED,Ord_3028
49313,2009-04-10,MEDIUM,Ord_3029
49477,2011-11-29,MEDIUM,Ord_3030
49889,2012-12-12,CRITICAL,Ord_3031
52416,2009-01-31,NOT SPECIFIED,Ord_3032
55140,2010-04-07,CRITICAL,Ord_3033
56550,2011-08-04,NOT SPECIFIED,Ord_3034
57447,2011-04-07,NOT SPECIFIED,Ord_3035
1185,2012-08-23,LOW,Ord_3036
2149,2010-12-03,LOW,Ord_3037
2466,2009-05-03,CRITICAL,Ord_3038
3493,2010-08-23,HIGH,Ord_3039
3588,2011-03-18,NOT SPECIFIED,Ord_3040
5957,2010-12-26,HIGH,Ord_3041
6183,2012-06-15,MEDIUM,Ord_3042
6402,2011-04-23,LOW,Ord_3043
6720,2010-09-09,NOT SPECIFIED,Ord_3044
6785,2012-06-05,MEDIUM,Ord_3045
8295,2009-01-04,HIGH,Ord_3046
8704,2011-06-30,MEDIUM,Ord_3047
8933,2010-07-10,HIGH,Ord_3048
9222,2009-10-02,HIGH,Ord_3049
10243,2011-12-24,HIGH,Ord_3050
10502,2010-05-14,NOT SPECIFIED,Ord_3051
10886,2009-08-23,CRITICAL,Ord_3052
11047,2010-10-12,LOW,Ord_3053
12803,2010-02-25,NOT SPECIFIED,Ord_3054
13767,2010-08-26,HIGH,Ord_3055
14117,2010-08-25,NOT SPECIFIED,Ord_3056
14976,2011-07-22,HIGH,Ord_3057
14980,2012-07-14,CRITICAL,Ord_3058
16134,2012-11-19,HIGH,Ord_3059
16258,2011-06-07,MEDIUM,Ord_3060
16289,2010-07-17,HIGH,Ord_3061
16993,2011-11-16,MEDIUM,Ord_3062
18945,2009-01-17,MEDIUM,Ord_3063
19975,2009-10-04,NOT SPECIFIED,Ord_3064
20036,2010-05-12,NOT SPECIFIED,Ord_3065
20964,2012-03-30,CRITICAL,Ord_3066
21121,2009-09-16,NOT SPECIFIED,Ord_3067
21314,2009-02-11,LOW,Ord_3068
21702,2010-12-17,NOT SPECIFIED,Ord_3069
21925,2012-12-07,NOT SPECIFIED,Ord_3070
22432,2012-11-28,NOT SPECIFIED,Ord_3071
22819,2012-10-11,HIGH,Ord_3072
22917,2009-01-03,MEDIUM,Ord_3073
23107,2011-11-06,MEDIUM,Ord_3074
23556,2011-09-01,MEDIUM,Ord_3075
23777,2012-11-26,NOT SPECIFIED,Ord_3076
24098,2012-04-17,CRITICAL,Ord_3077
24227,2010-08-16,MEDIUM,Ord_3078
24614,2009-11-21,LOW,Ord_3079
25637,2012-02-25,NOT SPECIFIED,Ord_3080
26695,2010-06-06,NOT SPECIFIED,Ord_3081
27078,2012-12-08,NOT SPECIFIED,Ord_3082
29376,2012-11-08,CRITICAL,Ord_3083
29766,2009-03-21,MEDIUM,Ord_3084
30278,2009-09-30,LOW,Ord_3085
30626,2011-04-25,CRITICAL,Ord_3086
30851,2010-09-21,LOW,Ord_3087
31718,2010-11-27,LOW,Ord_3088
32070,2009-07-17,MEDIUM,Ord_3089
34661,2010-01-20,CRITICAL,Ord_3090
34754,2012-04-06,CRITICAL,Ord_3091
35392,2012-02-23,HIGH,Ord_3092
36103,2012-04-29,CRITICAL,Ord_3093
37157,2010-02-20,HIGH,Ord_3094
38176,2010-08-15,HIGH,Ord_3095
38531,2011-05-12,LOW,Ord_3096
40354,2009-03-01,HIGH,Ord_3097
40832,2010-03-29,HIGH,Ord_3098
41632,2010-01-12,LOW,Ord_3099
42373,2011-08-17,NOT SPECIFIED,Ord_3100
44423,2012-07-29,CRITICAL,Ord_3101
45863,2010-09-19,LOW,Ord_3102
47078,2010-04-19,MEDIUM,Ord_3103
47747,2011-11-21,HIGH,Ord_3104
47810,2011-08-14,CRITICAL,Ord_3105
48896,2009-10-28,CRITICAL,Ord_3106
49830,2009-09-07,CRITICAL,Ord_3107
52389,2011-10-21,CRITICAL,Ord_3108
52576,2009-03-28,LOW,Ord_3109
53605,2010-03-08,MEDIUM,Ord_3110
55460,2012-05-26,HIGH,Ord_3111
55877,2010-02-02,NOT SPECIFIED,Ord_3112
56647,2011-03-08,MEDIUM,Ord_3113
57475,2010-04-10,LOW,Ord_3114
57537,2012-09-18,MEDIUM,Ord_3115
57698,2012-06-01,CRITICAL,Ord_3116
58241,2010-07-09,CRITICAL,Ord_3117
96,2009-04-16,HIGH,Ord_3118
610,2011-01-08,CRITICAL,Ord_3119
612,2012-10-20,MEDIUM,Ord_3120
1440,2011-09-08,LOW,Ord_3121
3749,2011-02-23,MEDIUM,Ord_3122
4070,2011-11-06,HIGH,Ord_3123
4774,2010-04-19,MEDIUM,Ord_3124
6947,2011-07-19,CRITICAL,Ord_3125
6979,2009-02-27,CRITICAL,Ord_3126
7107,2012-04-01,NOT SPECIFIED,Ord_3127
8288,2011-09-05,CRITICAL,Ord_3128
8678,2012-09-30,LOW,Ord_3129
10659,2009-05-14,CRITICAL,Ord_3130
10695,2011-02-05,HIGH,Ord_3131
11719,2011-05-02,NOT SPECIFIED,Ord_3132
11908,2010-05-25,NOT SPECIFIED,Ord_3133
13765,2009-05-04,NOT SPECIFIED,Ord_3134
14055,2009-01-09,HIGH,Ord_3135
14342,2009-04-27,LOW,Ord_3136
14756,2009-08-31,LOW,Ord_3137
14785,2009-09-10,HIGH,Ord_3138
14855,2010-04-30,NOT SPECIFIED,Ord_3139
15045,2010-08-20,NOT SPECIFIED,Ord_3140
19621,2011-07-09,CRITICAL,Ord_3141
20773,2009-05-03,NOT SPECIFIED,Ord_3142
20967,2011-03-15,HIGH,Ord_3143
21478,2012-02-03,LOW,Ord_3144
21633,2009-03-27,MEDIUM,Ord_3145
21696,2010-10-21,MEDIUM,Ord_3146
22851,2009-01-03,CRITICAL,Ord_3147
23557,2011-05-31,NOT SPECIFIED,Ord_3148
24577,2010-01-03,MEDIUM,Ord_3149
24961,2010-01-26,LOW,Ord_3150
24966,2011-12-17,MEDIUM,Ord_3151
27363,2011-10-18,MEDIUM,Ord_3152
29028,2011-05-02,CRITICAL,Ord_3153
29156,2010-02-24,LOW,Ord_3154
29282,2012-11-28,MEDIUM,Ord_3155
30053,2009-01-02,CRITICAL,Ord_3156
30081,2011-12-17,HIGH,Ord_3157
30214,2009-04-10,LOW,Ord_3158
30497,2011-06-02,CRITICAL,Ord_3159
30917,2010-01-11,LOW,Ord_3160
31681,2012-07-11,NOT SPECIFIED,Ord_3161
31777,2011-10-19,NOT SPECIFIED,Ord_3162
32710,2009-11-16,HIGH,Ord_3163
33060,2010-02-19,HIGH,Ord_3164
33254,2011-03-11,NOT SPECIFIED,Ord_3165
33605,2012-03-04,CRITICAL,Ord_3166
34180,2011-03-09,HIGH,Ord_3167
35137,2010-07-17,HIGH,Ord_3168
36838,2009-08-04,LOW,Ord_3169
37252,2011-11-19,LOW,Ord_3170
38979,2010-02-26,LOW,Ord_3171
39619,2012-04-01,LOW,Ord_3172
40101,2009-01-31,LOW,Ord_3173
41542,2009-09-26,HIGH,Ord_3174
42565,2010-09-22,LOW,Ord_3175
42823,2010-06-25,MEDIUM,Ord_3176
43398,2011-04-24,NOT SPECIFIED,Ord_3177
44002,2009-07-02,MEDIUM,Ord_3178
44359,2010-11-29,HIGH,Ord_3179
44871,2011-03-05,CRITICAL,Ord_3180
46055,2012-02-06,MEDIUM,Ord_3181
46624,2010-04-26,NOT SPECIFIED,Ord_3182
47079,2011-12-16,CRITICAL,Ord_3183
47494,2009-01-07,HIGH,Ord_3184
47622,2012-12-09,NOT SPECIFIED,Ord_3185
47938,2009-06-24,LOW,Ord_3186
48032,2010-08-26,HIGH,Ord_3187
49062,2012-11-04,LOW,Ord_3188
49541,2009-01-16,MEDIUM,Ord_3189
49799,2009-08-24,HIGH,Ord_3190
49828,2011-08-30,MEDIUM,Ord_3191
50054,2010-06-09,NOT SPECIFIED,Ord_3192
50370,2012-06-11,CRITICAL,Ord_3193
51009,2011-05-11,NOT SPECIFIED,Ord_3194
55200,2010-08-28,MEDIUM,Ord_3195
55808,2011-02-14,NOT SPECIFIED,Ord_3196
55937,2009-01-26,MEDIUM,Ord_3197
56161,2012-04-14,HIGH,Ord_3198
57477,2010-09-26,HIGH,Ord_3199
59044,2011-07-20,CRITICAL,Ord_3200
59204,2012-02-29,MEDIUM,Ord_3201
59969,2012-11-01,HIGH,Ord_3202
166,2011-11-09,HIGH,Ord_3203
197,2011-06-04,HIGH,Ord_3204
231,2009-09-28,HIGH,Ord_3205
487,2012-08-17,CRITICAL,Ord_3206
710,2010-01-01,LOW,Ord_3207
801,2012-02-17,CRITICAL,Ord_3208
870,2010-06-19,NOT SPECIFIED,Ord_3209
1253,2010-01-25,CRITICAL,Ord_3210
1542,2010-09-14,MEDIUM,Ord_3211
2497,2012-08-26,CRITICAL,Ord_3212
2630,2012-10-23,LOW,Ord_3213
2657,2011-10-16,HIGH,Ord_3214
2688,2012-01-23,HIGH,Ord_3215
2816,2009-09-19,HIGH,Ord_3216
2818,2009-11-12,MEDIUM,Ord_3217
3040,2010-11-04,MEDIUM,Ord_3218
3108,2010-04-08,CRITICAL,Ord_3219
3459,2009-07-27,NOT SPECIFIED,Ord_3220
3488,2011-07-01,MEDIUM,Ord_3221
3492,2009-11-23,LOW,Ord_3222
3553,2009-05-17,MEDIUM,Ord_3223
3622,2011-11-26,LOW,Ord_3224
3810,2012-09-16,CRITICAL,Ord_3225
4451,2009-09-30,CRITICAL,Ord_3226
4516,2009-03-28,MEDIUM,Ord_3227
4578,2012-12-09,LOW,Ord_3228
4611,2010-09-01,HIGH,Ord_3229
5281,2011-01-11,HIGH,Ord_3230
5635,2012-08-15,MEDIUM,Ord_3231
5696,2011-03-05,CRITICAL,Ord_3232
5921,2009-06-04,LOW,Ord_3233
6241,2009-12-29,LOW,Ord_3234
6406,2009-08-14,CRITICAL,Ord_3235
6625,2010-08-15,HIGH,Ord_3236
6854,2009-06-01,MEDIUM,Ord_3237
7335,2010-05-29,LOW,Ord_3238
7457,2010-09-30,NOT SPECIFIED,Ord_3239
7653,2012-02-27,MEDIUM,Ord_3240
7783,2012-12-01,MEDIUM,Ord_3241
7905,2009-03-06,LOW,Ord_3242
8064,2011-12-05,HIGH,Ord_3243
8130,2012-05-13,CRITICAL,Ord_3244
8294,2012-06-20,MEDIUM,Ord_3245
8384,2010-05-05,HIGH,Ord_3246
8580,2011-03-22,HIGH,Ord_3247
8646,2009-09-04,HIGH,Ord_3248
8993,2011-05-28,MEDIUM,Ord_3249
8996,2011-02-06,LOW,Ord_3250
8998,2010-03-01,LOW,Ord_3251
9124,2011-10-16,LOW,Ord_3252
9152,2010-08-20,NOT SPECIFIED,Ord_3253
9312,2012-05-18,NOT SPECIFIED,Ord_3254
9700,2011-08-08,CRITICAL,Ord_3255
9826,2012-03-22,MEDIUM,Ord_3256
9954,2009-06-19,NOT SPECIFIED,Ord_3257
10081,2010-07-08,NOT SPECIFIED,Ord_3258
10272,2009-01-17,MEDIUM,Ord_3259
10530,2009-01-27,MEDIUM,Ord_3260
11270,2011-06-30,HIGH,Ord_3261
11431,2012-01-08,HIGH,Ord_3262
11815,2011-12-09,LOW,Ord_3263
12097,2010-09-11,CRITICAL,Ord_3264
12196,2010-02-06,NOT SPECIFIED,Ord_3265
12451,2010-04-19,LOW,Ord_3266
12483,2010-04-08,CRITICAL,Ord_3267
12867,2011-11-03,NOT SPECIFIED,Ord_3268
12903,2009-09-25,CRITICAL,Ord_3269
13762,2010-06-21,MEDIUM,Ord_3270
14336,2009-11-18,HIGH,Ord_3271
14400,2009-04-02,MEDIUM,Ord_3272
14500,2011-06-24,NOT SPECIFIED,Ord_3273
14534,2010-07-18,MEDIUM,Ord_3274
14884,2011-09-27,HIGH,Ord_3275
15075,2009-04-10,MEDIUM,Ord_3276
15234,2010-12-03,NOT SPECIFIED,Ord_3277
15270,2009-01-31,NOT SPECIFIED,Ord_3278
15296,2012-07-08,NOT SPECIFIED,Ord_3279
15335,2010-09-17,MEDIUM,Ord_3280
15712,2012-04-12,HIGH,Ord_3281
15906,2010-09-27,LOW,Ord_3282
16005,2012-12-24,NOT SPECIFIED,Ord_3283
16225,2009-05-28,CRITICAL,Ord_3284
16262,2011-01-01,LOW,Ord_3285
16321,2009-01-10,NOT SPECIFIED,Ord_3286
16679,2009-08-11,LOW,Ord_3287
16775,2012-11-22,LOW,Ord_3288
16834,2010-10-23,LOW,Ord_3289
16837,2011-01-21,NOT SPECIFIED,Ord_3290
16866,2012-06-02,NOT SPECIFIED,Ord_3291
17058,2011-01-01,HIGH,Ord_3292
17508,2012-06-27,LOW,Ord_3293
18592,2012-09-30,CRITICAL,Ord_3294
18851,2012-12-16,CRITICAL,Ord_3295
18853,2010-01-17,CRITICAL,Ord_3296
18884,2011-06-24,NOT SPECIFIED,Ord_3297
19300,2009-12-16,CRITICAL,Ord_3298
19361,2012-09-23,LOW,Ord_3299
19557,2011-10-30,LOW,Ord_3300
19586,2012-01-11,NOT SPECIFIED,Ord_3301
19718,2012-06-24,LOW,Ord_3302
19744,2010-03-14,MEDIUM,Ord_3303
20069,2009-09-26,CRITICAL,Ord_3304
20103,2010-11-02,MEDIUM,Ord_3305
20135,2009-06-30,CRITICAL,Ord_3306
20166,2009-04-03,LOW,Ord_3307
20192,2010-06-10,LOW,Ord_3308
20229,2009-10-30,LOW,Ord_3309
20966,2010-09-18,LOW,Ord_3310
21063,2011-04-15,LOW,Ord_3311
21412,2011-07-13,NOT SPECIFIED,Ord_3312
21442,2009-12-25,LOW,Ord_3313
21444,2011-04-15,MEDIUM,Ord_3314
21861,2009-08-18,CRITICAL,Ord_3315
21956,2011-01-02,HIGH,Ord_3316
22051,2011-12-30,NOT SPECIFIED,Ord_3317
22085,2012-09-03,LOW,Ord_3318
22086,2011-12-15,MEDIUM,Ord_3319
22118,2009-01-18,HIGH,Ord_3320
22304,2011-11-25,LOW,Ord_3321
22919,2009-07-17,CRITICAL,Ord_3322
23041,2010-07-20,LOW,Ord_3323
23232,2010-04-16,HIGH,Ord_3324
23270,2011-03-13,LOW,Ord_3325
23618,2012-11-27,MEDIUM,Ord_3326
24033,2011-02-01,HIGH,Ord_3327
24066,2012-04-13,HIGH,Ord_3328
24162,2009-08-22,NOT SPECIFIED,Ord_3329
24384,2011-03-26,MEDIUM,Ord_3330
24448,2012-06-02,HIGH,Ord_3331
24452,2009-07-05,HIGH,Ord_3332
24544,2009-01-26,HIGH,Ord_3333
24865,2012-03-19,HIGH,Ord_3334
24902,2010-05-26,HIGH,Ord_3335
25348,2012-09-05,CRITICAL,Ord_3336
25350,2010-03-12,NOT SPECIFIED,Ord_3337
25541,2009-01-13,LOW,Ord_3338
25601,2009-05-01,MEDIUM,Ord_3339
25828,2010-11-23,NOT SPECIFIED,Ord_3340
26176,2011-11-19,HIGH,Ord_3341
26337,2009-07-11,CRITICAL,Ord_3342
26503,2011-04-21,MEDIUM,Ord_3343
26657,2012-09-29,MEDIUM,Ord_3344
26787,2011-09-19,HIGH,Ord_3345
26919,2012-10-12,LOW,Ord_3346
26945,2009-05-02,CRITICAL,Ord_3347
27364,2011-05-20,MEDIUM,Ord_3348
27460,2009-12-05,NOT SPECIFIED,Ord_3349
27717,2011-10-26,CRITICAL,Ord_3350
27936,2011-07-07,HIGH,Ord_3351
28228,2012-11-07,NOT SPECIFIED,Ord_3352
28259,2009-04-11,HIGH,Ord_3353
28419,2009-10-31,LOW,Ord_3354
28614,2009-10-19,CRITICAL,Ord_3355
28741,2011-02-28,NOT SPECIFIED,Ord_3356
28769,2010-08-28,LOW,Ord_3357
28928,2010-04-30,LOW,Ord_3358
29058,2010-03-01,HIGH,Ord_3359
29127,2009-03-31,CRITICAL,Ord_3360
29191,2012-06-28,MEDIUM,Ord_3361
29249,2011-06-13,LOW,Ord_3362
29347,2012-12-08,MEDIUM,Ord_3363
29478,2010-09-04,HIGH,Ord_3364
29991,2012-05-10,LOW,Ord_3365
30853,2011-07-27,MEDIUM,Ord_3366
30886,2012-12-05,LOW,Ord_3367
31042,2012-11-19,MEDIUM,Ord_3368
31078,2009-10-02,CRITICAL,Ord_3369
